name|url
GNews_家計簿アプリおすすめ|https://news.google.com/rss/search?q=%E5%AE%B6%E8%A8%88%E7%B0%BF%2B%E3%82%A2%E3%83%97%E3%83%AA%2B%E3%81%8A%E3%81%99%E3%81%99%E3%82%81&hl=ja&gl=JP&ceid=JP:ja
GNews_格安SIM比較|https://news.google.com/rss/search?q=%E6%A0%BC%E5%AE%89SIM%2B%E4%B9%97%E3%82%8A%E6%8F%9B%E3%81%88%2B%E6%AF%94%E8%BC%83&hl=ja&gl=JP&ceid=JP:ja
GNews_電気代節電対策|https://news.google.com/rss/search?q=%E9%9B%BB%E6%B0%97%E4%BB%A3%2B%E7%AF%80%E9%9B%BB%2B%E6%9C%80%E6%96%B0%E5%AE%B6%E9%9B%BB&hl=ja&gl=JP&ceid=JP:ja
GNews_食費節約レシピ|https://news.google.com/rss/search?q=%E9%A3%9F%E8%B2%BB%2B%E7%AF%80%E7%B4%84%2B%E3%83%AC%E3%82%B7%E3%83%94%2B%E3%81%BE%E3%81%A8%E3%82%81%E8%B2%B7%E3%81%84&hl=ja&gl=JP&ceid=JP:ja
GNews_先取り貯金コツ|https://news.google.com/rss/search?q=%E5%85%88%E5%8F%96%E3%82%8A%E8%B2%AF%E9%87%91%2B%E3%82%B3%E3%83%84&hl=ja&gl=JP&ceid=JP:ja
GNews_100均節約術|https://news.google.com/rss/search?q=100%E5%9D%87%2B%E4%BE%BF%E5%88%A9%E3%82%B0%E3%83%83%E3%82%BA%2B%E7%AF%80%E7%B4%84&hl=ja&gl=JP&ceid=JP:ja
GNews_つみたて投資銘柄|https://news.google.com/rss/search?q=%E3%81%A4%E3%81%BF%E3%81%9F%E3%81%A6%E6%8A%95%E8%B3%87%E6%9E%A0%2B%E9%8A%98%E6%9F%84%E9%81%B8%E5%AE%9A&hl=ja&gl=JP&ceid=JP:ja
GNews_副業初心者在宅|https://news.google.com/rss/search?q=%E5%89%AF%E6%A5%AD%2B%E5%88%9D%E5%BF%83%E8%80%85%2B%E5%9C%A8%E5%AE%85&hl=ja&gl=JP&ceid=JP:ja
GNews_メルカリ断捨離|https://news.google.com/rss/search?q=%E3%83%A1%E3%83%AB%E3%82%AB%E3%83%AA%2B%E6%96%AD%E8%88%BE%E9%9B%A2%2B%E3%81%8A%E5%B0%8F%E9%81%A3%E3%81%84&hl=ja&gl=JP&ceid=JP:ja
GNews_コストコお得裏ワザ|https://news.google.com/rss/search?q=%E3%82%B3%E3%82%B9%E3%83%88%E3%82%B3%2B%E3%81%8A%E5%BE%97%2B%E8%A3%8F%E3%83%AF%E3%82%B6&hl=ja&gl=JP&ceid=JP:ja
GNews_住民税非課税減税|https://news.google.com/rss/search?q=%E4%BD%8F%E6%B0%91%E7%A8%8E%2B%E9%9D%9E%E8%AA%B2%E7%A8%8E%2B%E6%B8%9B%E7%A8%8E&hl=ja&gl=JP&ceid=JP:ja
GNews_銀行金利CP|https://news.google.com/rss/search?q=%E9%8A%80%E8%A1%8C%2B%E9%87%91%E5%88%A9%2B%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%9A%E3%83%BC%E3%83%B3&hl=ja&gl=JP&ceid=JP:ja
GNews_キャッシュレス還元率|https://news.google.com/rss/search?q=%E3%82%AD%E3%83%A3%E3%83%83%E3%82%B7%E3%83%A5%E3%83%AC%E3%82%B9%2B%E9%82%84%E5%85%83%E7%8E%87%2B%E6%9C%80%E5%BC%B7&hl=ja&gl=JP&ceid=JP:ja
GNews_住宅ローン借り換え|https://news.google.com/rss/search?q=%E4%BD%8F%E5%AE%85%E3%83%AD%E3%83%BC%E3%83%B3%2B%E5%80%9F%E3%82%8A%E6%8F%9B%E3%81%88%2B%E3%83%A1%E3%83%AA%E3%83%83%E3%83%83%E3%83%88&hl=ja&gl=JP&ceid=JP:ja
GNews_ミニマリスト節約|https://news.google.com/rss/search?q=%E3%83%93%E3%83%8B%E3%83%9E%E3%83%AA%E3%82%B9%E3%83%88%2B%E6%8C%81%E3%81%A1%E7%89%A9%2B%E7%AF%80%E7%B4%84&hl=ja&gl=JP&ceid=JP:ja




